Unnamed: 0,LOS,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Crewchange,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Ark,Crew Change,Unnamed: 1
Fakt.,Løpe-nummer,Dato,Order-Nr.,"TechLog
Nr.",Ship,Sign,KUN FRA LISTE              Sted/Type,,Landinger MONG                  STURE                    KÅRSTØ   ,LOS,KUN RIGG - Rotor Rønnings Tid (min),PAX,SHIP LANDING,Skriv 1 vis tåke/ bomtur. SHIP,Landinger ENFJ,HOIST,"Crew
Change",Total flight distance nm,Heli deck idle time,Total repositioning (to other airports) Flight time,Kommentar:,2017,,
ja,165,2017-08-12 00:00:00,,,PARTHENON TS,AMU,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,166,2017-08-13 00:00:00,,,ARCTIC LADY,ODO,Melkøya,,,1,,,,,,1,,,,,,2017,,
ja,167,2017-08-13 00:00:00,,,MATTERHORN SPIRIT,CTJ,Sture,,,1,,,,,1,1,,,,,,2017,,
ja,168,2017-08-14 00:00:00,,,CLIPPER JUPITER,CTJ,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,169,2017-08-14 00:00:00,,,AFFINITY V,CTJ,Sture,,,1,,,,,,1,,,,,LOS HENTET PÅ STURE HELIPAD,2017,,
ja,170,2017-08-15 00:00:00,,,GENMAR MANIATE,AMU,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,171,2017-08-15 00:00:00,,,AFFINITY V,AMU,Sture,,,1,,,,,1,1,,,,,16 MINUTTER FORSINKET PGA STARTPROBLEMER PÅ LN-OXJ,2017,,
ja,172,2017-08-15 00:00:00,,,MAERSK PROSPER,CTJ,Sture,,,1,,,,,2,1,,,,,,2017,,
ja,173,2017-08-16 00:00:00,,,OSLO TS,CTJ,Kårstø,,,1,,,,,,1,,,,,,2017,,
ja,174,2017-08-16 00:00:00,,,EAGLE BARENTS,FRØ,Crew Change,,,,,1,1,,,,1,78,10,,POS N 7107 E2239  1. PAX UT,2017,,
ja,175,2017-08-16 00:00:00,,,GENMAR MANIATE,ONS,Mongstad,,,1,,,,,,1,,,,,BÅT TIL BÅT,2017,,
ja,176,2017-08-16 00:00:00,,,DELTA IOS,ONS,Sture,,,1,,,,,,1,,,,,BÅT TIL BÅT,2017,,
ja,177,2017-08-17 00:00:00,,,ARCTIC LADY,FRØ,Melkøya,,,1,,,,,,1,,,,,BÅT TIL BÅT,2017,,
ja,178,2017-08-17 00:00:00,,,BW HAWK,FRØ,Melkøya,,,1,,,,,,1,,,,,BÅT TIL BÅT,2017,,
ja,179,2017-08-17 00:00:00,,,MAERSK PROSPER,HUS,Sture,,,1,,,,,1,1,,,,,,2017,,
ja,180,2017-08-17 00:00:00,,,SCF PIONER,ONS,Sture,,,1,,,,,1,1,,,,,,2017,,
ja,181,2017-08-18 00:00:00,,,DELTA IOS,HUS,Mongstad,,,1,,,,,,1,,,,,BÅT TIL BÅT,2017,,
ja,182,2017-08-18 00:00:00,,,SEA HOPE,HUS,Mongstad,,,1,,,,,,1,,,,,BÅT TIL BÅT,2017,,
ja,183,2017-08-18 00:00:00,,,BW HAWK,DOB,Melkøya,,,1,,,,,,1,,,,,,2017,,
ja,184,2017-08-18 00:00:00,,,NARMADA SPIRIT,HUS,Sture,,,1,,,,,1,1,,,,,,2017,,
ja,185,2017-08-19 00:00:00,,,KAREN KNUTSEN,HUS,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,186,2017-08-19 00:00:00,,,SEA HOPE,HUS,Mongstad,,,1,,,,,,1,,,,,BÅT TIL BÅT,2017,,
ja,187,2017-08-19 00:00:00,,,BODIL KNUTSEN,HUS,Mongstad,,,1,,,1,,,,,,,,BÅT TIL BÅT LANDING HELI-DECK,2017,,
ja,188,2017-08-19 00:00:00,,,EAGLE BARENTS,BRÆ,Crew Change,,,,,4,1,,,,1,78,5,,"POS: 7109N02247E, 4 PAX I RETUR TIL HFT, GAC HFT faktura referansenr: 33124",2017,,
ja,189,2017-08-20 00:00:00,,,NARMADA SPIRIT,ONS,Sture,,,1,,,,,,1,,,,,,2017,,
ja,190,2017-08-20 00:00:00,,,KAREN KNUTSEN,BAC,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,191,2017-08-20 00:00:00,,,SCF PIONEER,BAC,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,192,2017-08-20 00:00:00,,,MATTERHORN SPIRIT,HUS,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,193,2017-08-20 00:00:00,,,AFFINITY V,ONS,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,194,2017-08-21 00:00:00,,,ARCTIC PRINCESS,FRØ,Melkøya,,,1,,,,,,1,,,,,,2017,,
ja,195,2017-08-21 00:00:00,,,CARAVELLE,BAC,Kårstø,,,1,,,,,,1,,,,,,2017,,
ja,196,2017-08-22 00:00:00,,,CLIPPER JUPITER,FRØ,Melkøya,,,1,,,,,,1,,,,,,2017,,
ja,197,2017-08-22 00:00:00,,,ARCTIC PRINCESS,FRØ,Melkøya,,,1,,,,,,1,,,,,,2017,,
ja,198,2017-08-21 00:00:00,,,MATTERHORN SPIRIT,AMU,Sture,,,1,,,,,1,1,,,,,,2017,,
ja,199,2017-08-22 00:00:00,,,OSLO TS,AMU,Kårstø,,,1,,,,,,1,,,,,,2017,,
ja,200,2017-08-22 00:00:00,,,SAIPEM 7000,AMU,Los øvrig,,,1,,,1,,,,,,,,"Stord er destinasjon, 2 Los",2017,,
ja,201,2017-08-22 00:00:00,,,AFFINITY V,AMU,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,202,2017-08-22 00:00:00,,,SEARANGER,BAC,Sture,,,1,,,,,,1,,,,,Hentet LOS på STURE helipad,2017,,
ja,203,2017-08-23 00:00:00,,,CLIPPER JUPITER,BRÆ,Melkøya,,,1,,,,,,1,,,,,,2017,,
ja,204,2017-08-23 00:00:00,,,CARAVELLE,BAC,Kårstø,,,1,,,,,,1,,,,,,2017,,
ja,205,2017-08-23 00:00:00,,,ENDEAVOUR,BAC,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,206,2017-08-23 00:00:00,,,INGRID KNUTSEN,BAC,Mongstad,,,1,,,1,,1,,,,,,,2017,,
ja,207,2017-08-23 00:00:00,,,SEARANGER,OHN,Sture,,,1,,,,,1,1,,,,,,2017,,
ja,208,2017-08-25 00:00:00,,,ENDEAVOUR,LOO,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,209,2017-08-25 00:00:00,,,INGRID KNUTSEN,LOO,Mongstad,,,1,,,1,,1,,,,,,,2017,,
ja,210,2017-08-25 00:00:00,,,STI VENETO,HUS,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,211,2017-08-25 00:00:00,,,URAGA PRINCESS,LOO,Sture,,,1,,,,,1,1,,,,,,2017,,
ja,212,2017-08-26 00:00:00,,,ARCTIC DISCOVERER,LUN,Melkøya,,,1,,,,,1,1,,,,,,2017,,
ja,213,2017-08-27 00:00:00,,,URAGA PRINCESS,HUS,Sture,,,1,,,,,,1,,,,,BÅT-BÅT,2017,,
ja,214,2017-08-27 00:00:00,,,NS BURGAS,HUS,Sture,,,1,,,,,1,1,,,,,BÅT-BÅT,2017,,
ja,215,2017-08-27 00:00:00,,,EAGLE BARENTS,LOO,Mongstad,,,1,,,1,,2,,,,,,,2017,,
ja,216,2017-08-27 00:00:00,,,PETROJARL,LOO,Los øvrig,,,1,,,1,,,,,,,,,2017,,
ja,217,2017-08-27 00:00:00,,,BRITISH EMERALD,LUN,Melkøya,,,1,,,,,,1,,,,,,2017,,
ja,218,2017-08-28 00:00:00,,,NAVION SCANDIA,LOO,Mongstad,,,1,,,1,,2,,,,,,,2017,,
ja,219,2017-08-28 00:00:00,,,NS BURGAS,LOO,Sture,,,1,,,,,1,1,,,,,,2017,,
ja,220,2017-08-28 00:00:00,,,AFFINITY V,LOO,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,221,2017-08-28 00:00:00,,,BW MINDORO,LOO,Kårstø,,,1,,,,,,1,,,,,,2017,,
ja,222,2017-08-28 00:00:00,,,NAVION BRITTANIA,WEN,Crew Change,,,,,6,1,,,,1,46,10,,"POS: 60.13.09N 004.27.63E, 3 PAX UT, 3 PAX INN, FALCK AGENCIE",2017,,
ja,223,2017-08-28 00:00:00,,,EAGLE BARENTS,BRÆ,Mongstad,,,1,,,1,,,,,,,,Båt til Båt,2017,,
ja,224,2017-08-28 00:00:00,,,CHEROKEE,BRÆ,Mongstad,,,1,,,,,,1,,,,,Båt til Båt,2017,,
ja,225,2017-08-28 00:00:00,,,BRITISH EMERALD,LUN,Melkøya,,,1,,,,,,1,,,,,,2017,,
ja,226,2017-08-29 00:00:00,,,BODIL KNUTSEN,DOB,Sture,,,1,,,1,,1,,,,,,,2017,,
ja,227,2017-08-29 00:00:00,,,TURMOIL,DOB,Nyhamna,,,1,,,,,,1,,,,,Los tur til Ålesund,2017,,
ja,228,2017-08-29 00:00:00,,,MATTERHORN SPIRIT,DOB,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,229,2017-08-30 00:00:00,,,AFFINITY V,DOB,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,230,2017-08-30 00:00:00,,,STI VENETO,DOB,Sture,,,1,,,,,1,1,,,,,Båt til Båt til EAGLE BERGEN,2017,,
ja,231,2017-08-30 00:00:00,,,EAGLE BERGEN,DOB,Mongstad,,,1,,,,,1,1,,,,,Båt til Båt frå STI VENETO,2017,,
ja,232,2017-08-30 00:00:00,,,CHEROKEE,DOB,Mongstad,,,1,,,,,1,1,,,,,Båt til Båt til HAFNIA ASIA,2017,,
ja,233,2017-08-30 00:00:00,,,HAFNIA ASIA,DOB,Sture,,,1,,,,,,1,,,,,Båt til Båt frå CHEROKEE,2017,,
ja,234,2017-08-30 00:00:00,,,SAIPEM 7000,LOO,Los øvrig,,,1,,,1,,,,,,,,2 Los,2017,,
ja,235,2017-08-30 00:00:00,,,NAVION SCANDIA,ONS,Mongstad,,,1,,,1,,1,,,,,,,2017,,
ja,236,2017-08-31 00:00:00,,,MATTERHORN SPIRIT,ONS,Sture,,,1,,,,,1,1,,,,,,2017,,
ja,237,2017-08-31 00:00:00,,,STAVANGER TS,DOB,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,238,2017-08-31 00:00:00,,,EAGLE BERGEN,DOB,Mongstad,,,1,,,1,,1,,,,,,,2017,,
ja,239,2017-08-31 00:00:00,,,BW MINDORO,DOB,Kårstø,,,1,,,,,,1,,,,,Båt til båt,2017,,
ja,240,2017-08-31 00:00:00,,,LEONTIOS H,DOB,Kårstø,,,1,,,,,,1,,,,,Båt til båt,2017,,
ja,241,2017-08-31 00:00:00,,,OSLO TS,ONS,Kårstø,,,1,,,,,,1,,,,,,2017,,
ja,242,2017-09-01 00:00:00,,,EAGLE BARENTS,DOB,Mongstad,,,1,,,1,,1,,,,,,,2017,,
ja,243,2017-09-01 00:00:00,,,STAVANGER TS,DOB,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,244,2017-09-01 00:00:00,,,NANSEN SPIRIT,AMU,Crew Change,,,,,10,1,,,,1,80,11,,"80 NM T/R  3 PAX UT / 7 RETUR POS: N60:01,5 E004:01,5 FALCK AGENCIES",2017,,
ja,245,2017-09-01 00:00:00,,,MINERVA ATLANTICA,ONS,Sture,,,1,,,,,1,1,,,,,,2017,,
ja,246,2017-09-02 00:00:00,,,CLIPPER JUPITER,DOB,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,247,2017-09-02 00:00:00,,,HAFNIA ASIA,DOB,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,248,2017-09-02 00:00:00,,,EAGLE BARENTS,WEN,Mongstad,,,1,,,1,,,,,,,,,2017,,
ja,249,2017-09-02 00:00:00,,,ARCTIC DISCOVERER,LEI,Melkøya,,,1,,,,,,1,,,,,båt til båt,2017,,
ja,250,2017-09-02 00:00:00,,,BW OSPREY,LEI,Melkøya,,,1,,,,,,1,,,,,båt til båt,2017,,
ja,251,2017-09-02 00:00:00,,,MINERVA ATLANTICA,AMU,Sture,,,1,,,,,1,1,,,,,,2017,,
ja,252,2017-09-03 00:00:00,,,FLOATEL ENDURANCE,LEI,Los øvrig,,,1,47,,1,,,,,,,,"Rigg til Rypefjord, 2 Los",2017,,
ja,253,2017-09-03 00:00:00,,,CLIPPER JUPITER,DOB,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,254,2017-09-03 00:00:00,,,FLOATEL ENDURANCE,LEI,Los øvrig,,,1,22,,1,,,,,,,,"Fra rigg i Rypefjord til Hammerfest, 2 Los",2017,,
ja,255,2017-09-04 00:00:00,,,KAREN KNUTSEN,AMU,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,256,2017-09-05 00:00:00,,,HILDA KNUTSEN,CTJ,Crew Change,,,,,6,1,,,,1,82,10,,"82NM T/R 3 PAX UT/ 3 PAX INN, POS N71.13,6 E022.25,7, FALCK",2017,,
ja,257,2017-09-05 00:00:00,,,SEAQUEEN,DOB,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,258,2017-09-06 00:00:00,,,NAVE PULSAR,DOB,Mongstad,,,1,,,,,,1,,,,,,2017,,
ja,259,2017-09-06 00:00:00,,,ARCTIC  PRINCESS,CTJ,Melkøya,,,1,,,,,,1,,,,,,2017,,
ja,260,2017-09-06 00:00:00,,,SEAQUEEN,FRØ,Sture,,,1,,,,,,1,,,,,BÅT TIL BÅT,2017,,
ja,261,2017-09-06 00:00:00,,,MATTERHORN SPIRIT,FRØ,Sture,,,1,,,,,,1,,,,,BÅT TIL BÅT,2017,,
ja,262,2017-09-06 00:00:00,,,BW OSPREY,BAC,Melkøya,,,1,,,,,,1,,,,,,2017,,
ja,263,2017-09-07 00:00:00,,,BODIL KNUTSEN,FRØ,Crew Change,,,,,8,1,,,,1,64,10,,"64 nm t/r. 4 pax ut/4 pax inn pos: N60.26,8 E004.14,7",2017,,
ja,264,2017-09-07 00:00:00,,,ARTIC PRINCESS,BAC,Melkøya,,,1,,,,,,1,,,,,,2017,,
ja,265,2017-09-07 00:00:00,,,MATTERHORN SPIRIT,ONS,Sture,,,1,,,,,2,1,,,,,BÅT TIL BÅT,2017,,
ja,266,2017-09-08 00:00:00,,,SOLA TS,ONS,Sture,,,1,,,,,,1,,,,,BÅT TIL BÅT,2017,,
ja,267,2017-09-08 00:00:00,,,KAREN KNUTSEN,ONS,Mongstad,,,1,,,,,2,1,,,,,,2017,,
ja,268,2017-09-08 00:00:00,,,NAVE PULSAR,FRØ,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,269,2017-09-08 00:00:00,,,PELAGOS,HUS,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,270,2017-09-08 00:00:00,,,SOLA TS,FRØ,Sture,,,1,,,,,1,1,,,,,,2017,,
ja,271,2017-09-08 00:00:00,,,THIALF,FRØ,Los øvrig,,,1,,,1,,,,,,,,"HENTET PÅ SKUDEFJORDEN, 2 Los",2017,,
ja,272,2017-09-09 00:00:00,,,BLUE PRIDE,FRØ,Sture,,,1,,,,,2,1,,,,,,2017,,
ja,273,2017-09-10 00:00:00,,,PELAGOS,FRØ,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,274,2017-09-10 00:00:00,,,LEONTIOS H,HUS,Kårstø,,,1,,,,,,1,,,,,,2017,,
ja,275,2017-09-10 00:00:00,,,BLACKCOMB SPIRIT,FRØ,Kårstø,,,1,,,,,,1,,,,,,2017,,
ja,276,2017-09-10 00:00:00,,,GREEN PLANET,FRØ,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,277,2017-09-10 00:00:00,,,BLUE PRIDE,FRØ,Sture,,,1,,,,,,1,,,,,BÅT TIL BÅT,2017,,
ja,278,2017-09-10 00:00:00,,,PEARY SPIRIT,FRØ,Mongstad,,,1,,,1,,,,,,,,BÅT TIL BÅT,2017,,
ja,279,2017-09-11 00:00:00,,,ARCTIC LADY,BAC,Melkøya,,,1,,,,,,1,,,,,,2017,,
ja,280,2017-09-11 00:00:00,,,FLOATEL SUPERIOR,BRÆ,Los øvrig,,,1,,,1,,,,,,,,"BÅT TIL BÅT, KOM FRÅ SLØVÅG, 2 Los",2017,,
ja,281,2017-09-11 00:00:00,,,AFFINITY V,BRÆ,Sture,,,1,,,,,1,1,,,,,BÅT TIL BÅT,2017,,
ja,282,2017-09-12 00:00:00,,,LIGOVSKY PROSPECT,FRØ,Sture,,,1,,,,,1,1,,,,,,2017,,
ja,283,2017-09-12 00:00:00,,,GREEN PLANET,FRØ,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,284,2017-09-12 00:00:00,,,ARCTIC LADY,BAC,Melkøya,,,1,,,,,,1,,,,,,2017,,
ja,285,2017-09-13 00:00:00,,,PEARY SPIRIT,HUS,Mongstad,,,1,,,1,,1,,,,,,,2017,,
ja,286,2017-09-13 00:00:00,,,NANSEN SPIRIT,FRØ,Mongstad,,,1,,,1,,2,,,,,,,2017,,
ja,287,2017-09-13 00:00:00,,,LIGOVSKY PROSPECT,FRØ,Sture,,,1,,,,,,1,,,,,BÅT TIL BÅT,2017,,
ja,288,2017-09-13 00:00:00,,,ADVANTAGE AVENUE,FRØ,Sture,,,1,,,,,,1,,,,,BÅT TIL BÅT,2017,,
ja,289,2017-09-14 00:00:00,,,ADVANTAGE AVENUE,LUN,Sture,,,1,,,,,1,1,,,,,,2017,,
ja,290,2017-09-14 00:00:00,,,NAVIGA8 STRENGHT,OHN,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,291,2017-09-14 00:00:00,,,EAGLE BERGEN,OHN,Mongstad,,,1,,,1,,1,,,,,,,2017,,
ja,292,2017-09-14 00:00:00,,,NANSEN SPIRIT,OHN,Mongstad,,,1,,,1,,1,,,,,,,2017,,
ja,293,2017-09-15 00:00:00,,,NORDBAY,ONS,Sture,,,1,,,,,2,1,,,,,,2017,,
ja,294,2017-09-15 00:00:00,,,AFFINITY V,LUN,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,295,2017-09-15 00:00:00,,,CLIPPER JUPITER,OHN,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,296,2017-09-16 00:00:00,,,NAVIGA8 STRENGHT,ONS,Mongstad,,,1,,,,,2,1,,,,,,2017,,
ja,297,2017-09-16 00:00:00,,,NORDBAY,OHN,Sture,,,1,,,,,,1,,,,,BÅT TIL BÅT,2017,,
ja,298,2017-09-16 00:00:00,,,OSLO TS,OHN,Mongstad,,,1,,,,,1,1,,,,,BÅT TIL BÅT,2017,,
ja,299,2017-09-16 00:00:00,,,EAGLE BERGEN,OHN,Mongstad,,,1,,,1,,,,,,,,BÅT TIL BÅT,2017,,
ja,300,2017-09-16 00:00:00,,,MATTERHORN SPIRIT,OHN,Mongstad,,,1,,,,,,1,,,,,BÅT TIL BÅT,2017,,
ja,301,2017-09-16 00:00:00,,,ARCTIC DISCOVERER,GUN,Melkøya,,,1,,,,,,1,,,,,,2017,,
ja,302,2017-09-16 00:00:00,,,CAPTAIN NICHOLAS,GUN,Melkøya,,,1,,,,,,1,,,,,,2017,,
ja,303,2017-09-16 00:00:00,,,GRENA KNUTSEN,LUN,Mongstad,,,1,,,1,,1,,,,,,,2017,,
ja,304,2017-09-17 00:00:00,,,CLIPPER JUPITER,OHN,Mongstad,,,1,,,,,,1,,,,,BÅT TIL BÅT,2017,,
ja,305,2017-09-17 00:00:00,,,SEARANGER,OHN,Sture,,,1,,,,,,1,,,,,BÅT TIL BÅT,2017,,
ja,306,2017-09-17 00:00:00,,,ARCTIC DISCOVERER,LOO,Melkøya,,,1,,,,,,1,,,,,,2017,,
ja,307,2017-09-17 00:00:00,,,INGRID KNUTSEN,OHN,Mongstad,,,1,,,1,,1,,,,,,,2017,,
ja,308,2017-09-17 00:00:00,,,MATTERHORN SPIRIT,OHN,Mongstad,,,1,,,,,,1,,,,,,2017,,
ja,309,2017-09-18 00:00:00,,,SEARANGER,OHN,Sture,,,1,,,,,,1,,,,,BÅT TIL BÅT,2017,,
ja,310,2017-09-18 00:00:00,,,NS BURGAS,OHN,Mongstad,,,1,,,,,,1,,,,,BÅT TIL BÅT,2017,,
ja,311,2017-09-18 00:00:00,,,INGRID KNUTSEN,OHN,Mongstad,,,1,,,1,,1,,,,,,,2017,,
ja,312,2017-09-18 00:00:00,,,CAPTAIN NICHOLAS,GUN,Melkøya,,,1,,,,,,1,,,,,,2017,,
ja,313,2017-09-18 00:00:00,,,OSLO TS,OHN,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,314,2017-09-18 00:00:00,,,FLOATEL SUPERIOR,GUN,Los øvrig,,,1,86,,1,,,,,,,,2 Los,2017,,
ja,315,2017-09-18 00:00:00,,,BLACKCOMB SPIRIT,OHN,Kårstø,,,1,,,,,,1,,,,,,2017,,
ja,316,2017-09-18 00:00:00,,,STI ELYSSES,OHN,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,317,2017-09-19 00:00:00,,,ARCTIC PRINCESS,GUN,Melkøya,,,1,,,,,,1,,,,,,2017,,
ja,318,2017-09-19 00:00:00,,,SOLA TS,OHN,Kårstø,,,1,,,,,,1,,,,,,2017,,
ja,319,2017-09-20 00:00:00,,,NS BURGAS,OHN,Sture,,,1,,,,,1,1,,,,,BÅT TIL BÅT,2017,,
ja,320,2017-09-20 00:00:00,,,BLUE PRIDE,OHN,Mongstad,,,1,,,,,,1,,,,,BÅT TIL BÅT,2017,,
ja,321,2017-09-20 00:00:00,,,LENI P,OHN,Mongstad,,,1,,,1,,,,,,,,,2017,,
ja,322,2017-09-20 00:00:00,,,FLOATEL ENDURANCE,VLO,Los øvrig,,,1,45,,1,,,,,,,,2 Los,2017,,
ja,323,2017-09-20 00:00:00,,,EAGLE BERGEN,AMU,Mongstad,,,1,,,1,,1,,,,,,2 Los,2017,,
ja,324,2017-09-21 00:00:00,,,CAPTAIN NICHOLAS,TJA,Kårstø,,,1,,,,,,1,,,,,,2017,,
ja,325,2017-09-21 00:00:00,,,BLUE MARLIN,TJA,Los øvrig,,,1,,,,,1,1,,,,,"ÅGOTNES, 2 Los",2017,,
ja,326,2017-09-21 00:00:00,,,BLUE PRIDE,TJA,Sture,,,1,,,,,1,1,,,,,,2017,,
ja,327,2017-09-21 00:00:00,,,GRENA KNUTSEN,AMU,Fedje,,,1,,,1,,1,,,,,,,2017,,
ja,328,2017-09-21 00:00:00,,,NS CREATION,CTJ,Sture,,,1,,,,,2,1,,,,,,2017,,
ja,329,2017-09-22 00:00:00,,,ARCTIC PRINCESS,WEN,Los øvrig,,,1,,,,,,1,,,,,,2017,,
ja,330,2017-09-22 00:00:00,,,EAGLE BERGEN,LEI,Fedje,,,1,,,1,,1,,,,,,,2017,,
ja,331,2017-09-22 00:00:00,,,LENI P,LEI,Fedje,,,1,,,1,,1,,,,,,,2017,,
ja,332,2017-09-22 00:00:00,,,CAPTAIN NICHOLAS,LEI,Kårstø,,,1,,,,,,1,,,,,LOS til ENHD,2017,,
ja,333,2017-09-22 00:00:00,,,STI ELYSSES,LEI,Fedje,,,1,,,,,1,1,,,,,,2017,,
ja,334,2017-09-23 00:00:00,,,NS CREATION,LEI,Fedje,,,1,,,,,,1,,,,,Båt til Båt,2017,,
ja,335,2017-09-23 00:00:00,,,NS ANTARCTIC,LEI,Fedje,,,1,,,,,1,1,,,,,Båt til Båt,2017,,
ja,336,2017-09-23 00:00:00,,,HAVEN,TJA,Los øvrig,,,1,60,,1,,,,,,,,"RIG VIA FEDJE TIL ÅGOTNES, 2 Los",2017,,
ja,337,2017-09-24 00:00:00,,,NS ANTARCTIC,LEI,Fedje,,,1,,,,,,1,,,,,Båt til Båt stavanger ts,2017,,
ja,338,2017-09-24 00:00:00,,,STAVANGER TS,LEI,Fedje,,,1,,,,,,1,,,,,Båt til båt  ,2017,,
ja,339,2017-09-24 00:00:00,,,ISLAND INNOVATOR,TJA,Los øvrig,,,1,60,,1,,,,,,,,"RIG VIA FEDJE TIL ÅGOTNES, 2 Los",2017,,
ja,340,2017-09-25 00:00:00,,,STAVANGER TS,SBR,Sture,,,1,,,,,1,1,,,,,,2017,,
ja,341,2017-09-26 00:00:00,,,STENA ALEXITA,TJA,Mongstad,,,1,,,1,,1,,,,,,,2017,,
ja,342,2017-09-26 00:00:00,,,BLACKCOMB SPIRIT,TJA,Sture,,,1,,,,,1,1,,,,,,2017,,
ja,343,2017-09-27 00:00:00,,,GRACE COSMOS,WEN,Melkøya,,,1,,,,,,1,,,,,,2017,,
ja,344,2017-09-27 00:00:00,,,BODIL KNUTSEN,MÆL,Crew Change,,,,,6,1,,,,1,52,14,,"52 nm t/r. 3 pax ut/3 pax inn pos: N60.21,9 E004.21,96",2017,,
ja,345,2017-09-27 00:00:00,,,SOLA TS,TJA,Kårstø,,,1,,,,,,1,,,,,,2017,,
ja,346,2017-09-27 00:00:00,,,MATTERHORN SPIRIT,TJA,Kårstø,,,1,,,,,,1,,,,,,2017,,
ja,347,2017-09-28 00:00:00,,,EAGLE LYON,MÆL,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,348,2017-09-28 00:00:00,,,BLACKCOMB SPIRIT,MÆL,Sture,,,1,,,,,1,1,,,,,,2017,,
ja,349,2017-09-28 00:00:00,,,MR ARIES,FRØ,Melkøya,,,1,,,,,,1,,,,,,2017,,
ja,350,2017-09-28 00:00:00,65981,,CLIPPER JUPITER,TJA,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,351,2017-09-29 00:00:00,65972,,GRACE COSMOS,FRØ,Melkøya,,,1,,,,,,1,,,,,,2017,,
ja,352,2017-09-29 00:00:00,65983,,STENA ALEXITA,BAC,Sture,,,1,,,1,,,,,,,,BÅT til BÅT,2017,,
ja,353,2017-09-29 00:00:00,65984,,MINERVA HELEN,BAC,Sture,,,1,,,,,,1,,,,,BÅT til BÅT,2017,,
ja,354,2017-09-29 00:00:00,66026,,ARCTIC DISCOVERER,FRØ,Melkøya,,,1,,,,,,1,,,,,,2017,,
ja,355,2017-09-30 00:00:00,66143,,MR ARIES,FRØ,Melkøya,,,1,,,,,,1,,,,,,2017,,
ja,356,2017-09-30 00:00:00,65994,,MINERVA HELEN,BAC,Sture,,,1,,,,,1,1,,,,,,2017,,
ja,357,2017-09-30 00:00:00,65996,,CLIPPER JUPITER,BAC,Mongstad,,,1,,,,,1,1,,,,,,2017,,
ja,358,2017-09-30 00:00:00,65995,,SONGA ENDURANCE,AMU,Los øvrig,,,1,,,1,,,,,,,,"Til Hanøytangen 1 PAX RETUR FRA PLATFORM, STATOIL Navn Jimmy Dalstrøm, 60:46,3N 004:27.2E Flight dist. 37NM",2017,,
ja,359,2017-10-01 00:00:00,66268,,EAGLE LYON,TUR,Mongstad,,,1,,,1,,,,,,,,BÅT til BÅT,2017,,
ja,360,2017-10-01 00:00:00,66027,,SKS DELTA,TUR,Los øvrig,,,1,,,,,,1,,,,,BÅT til BÅT,2017,,
ja,361,2017-10-02 00:00:00,,,NANSEN SPIRIT,GUN,Crew Change,,,,,1,1,,1,,1,60,5,,"60 nm t/r. 1 pax ut til pos: N60.15,31 E004.19,4",2017,,
ja,362,2017-10-02 00:00:00,66140,,STAVANGER TS,GUN,Fedje,,,1,,,,,,1,,,,,,2017,,
ja,363,2017-10-02 00:00:00,66003,,ASTRO POLARIS,GUN,Mongstad,,,1,,,,,1,1,,,,,,2017,,
